PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2014 Man;2014 Vrouw;2015 Man;2015 Vrouw;2016 Man;2016 Vrouw;2017 Man;2017 Vrouw;2018 Man;2018 Vrouw 
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;propedeuse bachelor;36;15;36;18;37;13;35;9;27;16
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;bachelor;77;57;81;54;71;60;70;64;57;55
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;propedeuse bachelor;74;32;57;51;57;41;44;35;48;29
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;bachelor;32;30;31;37;42;41;39;47;33;53
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;propedeuse bachelor;37;38;37;29;38;40;29;41;41;36
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;deeltijd onderwijs;bachelor;33;1;29;3;24;4;24;2;17;6
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;deeltijd onderwijs;propedeuse bachelor;18;3;15;4;20;6;21;6;18;3
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;voltijd onderwijs;bachelor;6;0;6;1;7;1;4;1;7;4
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;voltijd onderwijs;propedeuse bachelor;9;1;5;0;5;2;6;1;5;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;deeltijd onderwijs;bachelor;5;32;6;37;6;31;7;34;7;28
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;deeltijd onderwijs;propedeuse bachelor;4;23;2;18;7;23;1;14;5;21
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;voltijd onderwijs;bachelor;10;48;9;50;8;56;6;53;6;51
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;voltijd onderwijs;propedeuse bachelor;20;44;15;50;13;38;12;32;13;42
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;bachelor;36;8;39;11;35;14;37;14;29;13
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;propedeuse bachelor;31;7;32;11;26;9;25;9;15;4
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;bachelor;21;4;22;5;23;6;19;8;19;8
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;propedeuse bachelor;24;3;23;9;14;8;23;7;29;2
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;deeltijd onderwijs;bachelor;18;26;16;26;23;29;24;30;22;31
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;deeltijd onderwijs;propedeuse bachelor;10;15;16;18;7;20;16;18;11;14
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;bachelor;41;37;41;34;53;42;55;50;49;55
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;propedeuse bachelor;46;33;47;44;38;41;24;26;23;16
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;bachelor;2;18;4;24;4;23;5;14;4;12
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;propedeuse bachelor;4;15;2;12;7;9;1;15;3;13
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;bachelor;1;18;2;21;3;24;3;30;3;30
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;propedeuse bachelor;3;16;3;17;3;25;0;14;0;16
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;deeltijd onderwijs;bachelor;26;41;20;31;12;22;14;27;18;29
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;deeltijd onderwijs;propedeuse bachelor;8;15;9;14;9;21;14;19;13;25
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;voltijd onderwijs;bachelor;25;113;29;97;33;105;29;82;22;98
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;voltijd onderwijs;propedeuse bachelor;8;26;3;28;7;25;15;41;15;28
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;bachelor;60;4;58;6;59;6;68;8;57;8
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;propedeuse bachelor;57;3;38;5;38;7;36;5;57;7
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);30020;B HBO-ICT;duaal onderwijs;bachelor;47;0;37;0;18;0;12;0;9;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);30020;B HBO-ICT;duaal onderwijs;propedeuse bachelor;5;0;3;0;3;0;0;0;53;2
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;bachelor;508;15;591;16;701;24;738;23;749;26
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;propedeuse bachelor;674;23;727;30;695;43;713;38;750;51
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;voltijd onderwijs;bachelor;258;260;242;285;213;299;213;356;208;343
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;voltijd onderwijs;propedeuse bachelor;163;191;159;186;160;200;110;152;190;260
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34267;B Elektrotechniek;duaal onderwijs;bachelor;3;0;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;bachelor;158;13;134;11;127;9;127;10;139;9
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;propedeuse bachelor;107;6;108;6;111;8;124;3;108;8
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34275;B Chemische Technologie;duaal onderwijs;bachelor;13;1;18;2;23;0;30;0;32;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34275;B Chemische Technologie;duaal onderwijs;propedeuse bachelor;7;0;26;0;20;1;15;1;20;1
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34275;B Chemische Technologie;voltijd onderwijs;bachelor;76;19;83;16;93;19;91;20;88;19
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34275;B Chemische Technologie;voltijd onderwijs;propedeuse bachelor;69;12;73;20;69;13;55;9;44;10
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;deeltijd onderwijs;bachelor;0;0;0;0;11;1;37;1;49;1
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;deeltijd onderwijs;propedeuse bachelor;0;0;0;0;33;0;27;0;30;3
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;bachelor;7;1;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;propedeuse bachelor;3;0;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;bachelor;184;9;192;7;223;5;223;7;242;10
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;propedeuse bachelor;217;6;201;7;200;7;204;9;172;12
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34386;B AOT - Techniek;duaal onderwijs;bachelor;53;0;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34386;B AOT - Techniek;duaal onderwijs;propedeuse bachelor;6;0;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34386;B AOT - Techniek;voltijd onderwijs;bachelor;21;0;19;0;9;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34386;B AOT - Techniek;voltijd onderwijs;propedeuse bachelor;1;0;1;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34396;B Chemie;deeltijd onderwijs;bachelor;19;6;23;8;22;6;18;4;18;4
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34396;B Chemie;deeltijd onderwijs;propedeuse bachelor;8;4;7;2;5;2;8;5;7;5
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34396;B Chemie;duaal onderwijs;bachelor;1;1;1;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34396;B Chemie;voltijd onderwijs;bachelor;116;54;134;64;146;78;159;74;149;72
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34396;B Chemie;voltijd onderwijs;propedeuse bachelor;139;51;119;56;92;33;98;45;86;42
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34397;B Biologie en Medisch Laboratoriumonderzoek;deeltijd onderwijs;bachelor;8;12;6;8;7;9;8;14;15;19
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34397;B Biologie en Medisch Laboratoriumonderzoek;deeltijd onderwijs;propedeuse bachelor;2;5;4;6;5;13;9;8;14;21
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34397;B Biologie en Medisch Laboratoriumonderzoek;duaal onderwijs;bachelor;1;0;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34397;B Biologie en Medisch Laboratoriumonderzoek;voltijd onderwijs;bachelor;149;154;184;232;210;259;224;288;224;327
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34397;B Biologie en Medisch Laboratoriumonderzoek;voltijd onderwijs;propedeuse bachelor;185;246;152;158;134;160;137;221;123;222
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;deeltijd onderwijs;bachelor;116;5;95;6;105;6;107;5;105;6
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;deeltijd onderwijs;propedeuse bachelor;44;2;38;3;34;4;56;6;49;4
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;bachelor;169;22;218;37;284;49;334;56;352;63
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;propedeuse bachelor;238;26;259;33;267;36;286;41;312;39
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);39216;B Industriele Automatisering;voltijd onderwijs;bachelor;79;1;43;1;21;1;10;1;3;1
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);39216;B Industriele Automatisering;voltijd onderwijs;propedeuse bachelor;9;1;2;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);39280;B Built Environment;deeltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;2;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);39280;B Built Environment;deeltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;13;1;18;2
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);39280;B Built Environment;duaal onderwijs;bachelor;70;8;55;7;44;6;28;3;23;2
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);39280;B Built Environment;duaal onderwijs;propedeuse bachelor;35;6;21;0;18;1;10;1;2;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);39280;B Built Environment;voltijd onderwijs;bachelor;523;73;491;70;422;56;321;70;269;82
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);39280;B Built Environment;voltijd onderwijs;propedeuse bachelor;337;51;241;64;188;77;203;66;240;79
Utrecht;344;UTRECHT;reguliere inst.;master;00MF;Hogeschool voor de Kunsten Utrecht;onderwijs;lerarenopleidingen op het gebied van de kunst;49117;M Kunsteducatie;deeltijd onderwijs;master;12;23;15;28;15;31;11;31;12;29
Utrecht;344;UTRECHT;reguliere inst.;master;00MF;Hogeschool voor de Kunsten Utrecht;sectoroverstijgend;sectoroverstijgend;49124;M Crossover Creativity;deeltijd onderwijs;master;0;0;0;0;0;0;0;0;9;10
Utrecht;344;UTRECHT;reguliere inst.;master;00MF;Hogeschool voor de Kunsten Utrecht;sectoroverstijgend;sectoroverstijgend;49124;M Crossover Creativity;voltijd onderwijs;master;0;0;9;10;5;16;14;19;7;13
Utrecht;344;UTRECHT;reguliere inst.;master;00MF;Hogeschool voor de Kunsten Utrecht;taal en cultuur;voortgezette kunstopleidingen;44739;M Muziek;voltijd onderwijs;master;73;46;56;51;67;55;80;51;85;53
Utrecht;344;UTRECHT;reguliere inst.;master;00MF;Hogeschool voor de Kunsten Utrecht;taal en cultuur;voortgezette kunstopleidingen;49114;M Master of Arts in Fine Art and Design;voltijd onderwijs;master;0;10;1;17;4;14;13;29;20;38
Utrecht;344;UTRECHT;reguliere inst.;master;00MF;Hogeschool voor de Kunsten Utrecht;taal en cultuur;voortgezette kunstopleidingen;49238;M Interieurarchitectuur;voltijd onderwijs;master;7;19;6;21;4;20;5;15;3;18
Utrecht;344;UTRECHT;reguliere inst.;master;10IZ;Marnix Academie;onderwijs;n.v.t. (onderwijs);44135;M Leren en Innoveren;deeltijd onderwijs;master;49;148;47;182;47;165;30;101;19;68
Utrecht;344;UTRECHT;reguliere inst.;master;10IZ;Marnix Academie;onderwijs;n.v.t. (onderwijs);49288;M Passend Meesterschap;deeltijd onderwijs;master;0;0;0;0;0;0;0;0;6;11
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);49297;M Data-driven Design;voltijd onderwijs;master;0;0;0;0;0;0;0;0;14;9
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;gedrag en maatschappij;hogere kaderopleiding pedagogiek;44113;M Pedagogiek;deeltijd onderwijs;master;37;182;22;145;23;128;20;143;23;153
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);45285;M Forensisch Sociale Professional;deeltijd onderwijs;master;0;0;0;0;0;0;0;0;15;35
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);49140;M Community Development;deeltijd onderwijs;master;0;0;0;0;0;0;0;0;0;5
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);49140;M Community Development;voltijd onderwijs;master;0;0;0;0;0;0;0;0;2;12
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);49115;M Physician Assistant;duaal onderwijs;master;24;65;22;64;23;79;24;79;29;97
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);49132;M Innovatie in Zorg en Welzijn;deeltijd onderwijs;master;0;0;0;0;0;0;17;67;43;142
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);49246;M Advanced Nursing Practice;duaal onderwijs;master;24;85;22;101;24;112;29;117;49;100
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;lerarenopleidingen speciaal onderwijs;44101;M Special Educational Needs: Auditief Gehandicapten;deeltijd onderwijs;master;2;4;1;2;1;2;1;1;0;1
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;lerarenopleidingen speciaal onderwijs;44102;M Special Educational Needs: Communicatief Gehandicapten;deeltijd onderwijs;master;3;16;1;8;1;15;0;9;0;2
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;deeltijd onderwijs;master;186;1546;176;1525;149;1323;100;983;115;803
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;voltijd onderwijs;master;7;96;1;21;0;22;0;11;0;0
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);44104;M Master Deaf Studies & Communication Needs;deeltijd onderwijs;master;1;12;2;11;3;8;3;8;4;8
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45124;M Leraar Spaans;deeltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45262;M Leraar Engels;deeltijd onderwijs;master;22;63;26;73;28;67;28;60;23;53
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45263;M Leraar Wiskunde;deeltijd onderwijs;master;66;45;59;47;55;51;46;50;48;58
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45264;M Leraar Aardrijkskunde;deeltijd onderwijs;master;67;28;64;26;65;22;66;18;64;19
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45265;M Leraar Duits;deeltijd onderwijs;master;17;34;22;38;22;45;22;56;19;54
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45266;M Leraar Frans;deeltijd onderwijs;master;3;29;4;32;3;24;6;27;8;28
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45269;M Leraar Nederlands;deeltijd onderwijs;master;22;78;23;75;21;72;21;65;13;64
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45272;M Leraar Natuurkunde;deeltijd onderwijs;master;65;11;73;8;80;7;69;8;73;8
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45273;M Leraar Scheikunde;deeltijd onderwijs;master;23;16;33;25;39;27;41;34;48;39
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45279;M Leraar Biologie;deeltijd onderwijs;master;58;45;59;36;55;44;45;41;42;48
Utrecht;344;UTRECHT;reguliere inst.;master;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);49503;M Master of Urban and Area Development (joint degree);deeltijd onderwijs;master;0;0;0;0;0;0;23;16;41;19
Zeeland;718;VLISSINGEN;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);80009;Ad Tourism Management;voltijd onderwijs;associate degree;0;16;1;14;0;10;1;14;0;11
Zeeland;718;VLISSINGEN;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);80074;Ad Bedrijfskunde;deeltijd onderwijs;associate degree;0;0;0;0;0;0;0;0;4;10
Zeeland;718;VLISSINGEN;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);80113;Ad Management;voltijd onderwijs;associate degree;0;0;0;0;0;0;0;0;7;10
Zeeland;718;VLISSINGEN;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80127;Ad Pedagogisch Professional Kind en Educatie;deeltijd onderwijs;associate degree;0;0;0;0;0;0;0;0;3;26
Zeeland;718;VLISSINGEN;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80147;Ad Health & Social Work;voltijd onderwijs;associate degree;0;0;0;0;0;0;0;0;14;27
Zeeland;718;VLISSINGEN;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);80020;Ad Technische Bedrijfskunde;deeltijd onderwijs;associate degree;0;0;0;0;0;0;0;0;15;3
